ID,Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
20136,2010,Mike Harris,PF,26,TOT,13,0,96,7.2,0.416,0.033,0.367,11.5,17.3,14.3,4.8,2.7,0.8,20.5,20.2,-0.2,0.1,-0.1,-0.037,-6.9,-0.6,-7.5,-0.1,11,30,0.367,0,1,0,11,29,0.379,0.367,7,11,0.636,10,14,24,3,5,1,9,14,29
20137,2010,Mike Harris,PF,26,HOU,8,0,82,6.4,0.404,0.037,0.333,12.1,16,14,5.6,2.5,0.9,22.5,21.6,-0.2,0.1,-0.1,-0.073,-7.4,-0.2,-7.6,-0.1,10,27,0.37,0,1,0,10,26,0.385,0.37,5,9,0.556,9,11,20,3,4,1,9,10,25
20138,2010,Mike Harris,PF,26,WAS,5,0,14,11.9,0.515,0,0.667,8.1,25,16.4,0,3.7,0,0,12.6,0,0,0.1,0.179,-4,-2.7,-6.7,0,1,3,0.333,0,0,,1,3,0.333,0.333,2,2,1,1,3,4,0,1,0,0,4,4
20139,2010,Jason Hart,PG,31,TOT,5,0,22,8.7,0.5,0,0,0,10.9,5.3,36.4,4.6,3.5,60,10.3,0,0,0,-0.003,-7.6,0.4,-7.2,0,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,2,2,6,2,1,3,4,2
20140,2010,Jason Hart,PG,31,MIN,1,0,5,9.3,0,0,0,0,0,0,25.5,10,0,0,8.7,0,0,0,-0.028,-8.4,0.7,-7.7,0,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,1,1,0,0,0,0
20141,2010,Jason Hart,PG,31,NOH,4,0,17,8.5,1,0,0,0,14.1,6.9,39.6,3,4.5,75,10.8,0,0,0,0.004,-7.3,0.3,-7,0,1,1,1,0,0,,1,1,1,1,0,0,,0,2,2,5,1,1,3,4,2
20142,2010,Udonis Haslem,PF,29,MIA,78,0,2177,14.6,0.538,0,0.305,9.1,24.8,17,3.9,0.7,0.9,9.5,17.1,2.8,3.2,6,0.132,-2.3,-0.3,-2.6,-0.3,312,632,0.494,0,0,,312,632,0.494,0.494,147,193,0.762,167,462,629,52,30,23,75,174,771
20143,2010,Trenton Hassell,SF,30,NJN,52,31,1106,6.5,0.465,0.023,0.315,5.6,10.5,7.9,7.2,0.8,0.6,15.9,12.3,-0.4,0.3,-0.1,-0.003,-4.5,-0.7,-5.2,-0.9,90,219,0.411,0,5,0,90,214,0.421,0.411,52,69,0.754,56,96,152,50,17,9,47,91,232
20144,2010,Spencer Hawes,C,21,SAC,72,59,1904,13.8,0.507,0.131,0.159,8.6,17.7,13.1,13.2,0.9,3.2,15.5,19.6,0.5,1.6,2.1,0.054,-1.4,1.1,-0.3,0.8,312,666,0.468,26,87,0.299,286,579,0.494,0.488,73,106,0.689,145,291,436,158,32,83,131,200,723
20145,2010,Chuck Hayes,C,26,HOU,82,82,1773,11.7,0.5,0,0.201,9.4,21.1,15,11.4,2.1,1.8,17.1,10.8,1.2,2.4,3.6,0.098,-2.1,3.3,1.2,1.4,161,329,0.489,0,0,,161,329,0.489,0.489,36,66,0.545,151,314,465,139,73,43,74,219,358
20146,2010,Jarvis Hayes,SF,28,NJN,45,19,1033,9.7,0.521,0.546,0.055,1,11.5,6,6.7,1.5,0.6,7.7,16.2,0.3,0.5,0.8,0.038,-1.1,-1.8,-2.9,-0.2,138,328,0.421,60,179,0.335,78,149,0.523,0.512,14,18,0.778,9,99,108,40,29,9,28,91,350
20147,2010,Brendan Haywood,C,30,TOT,77,67,2355,16.1,0.588,0.002,0.499,13.5,21.5,17.5,2.8,0.6,5.1,14.2,13.5,3.7,3,6.7,0.137,-1,1.8,0.7,1.6,276,491,0.562,0,1,0,276,490,0.563,0.562,152,245,0.62,278,437,715,43,26,158,99,209,704
20148,2010,Brendan Haywood,C,30,WAS,49,48,1614,16.2,0.591,0,0.472,14.1,22.2,18.1,1.7,0.6,4.8,14.2,13.2,2.6,1.9,4.5,0.133,-1,1.2,0.2,0.9,188,335,0.561,0,0,,188,335,0.561,0.561,102,158,0.646,200,307,507,18,18,101,67,145,478
20149,2010,Brendan Haywood,C,30,DAL,28,19,741,16.1,0.582,0.006,0.558,12.2,19.9,16.1,5,0.6,5.8,14.1,14,1.1,1.1,2.2,0.144,-1.1,3,1.9,0.7,88,156,0.564,0,1,0,88,155,0.568,0.564,50,87,0.575,78,130,208,25,8,57,32,64,226
20150,2010,Luther Head,SG,27,IND,47,10,813,11.5,0.53,0.338,0.186,0.8,10,5.4,14.8,1.1,0.8,13.8,21.2,-0.1,0.6,0.6,0.034,-2.2,-1.9,-4.1,-0.4,136,311,0.437,37,105,0.352,99,206,0.481,0.497,48,58,0.828,6,74,80,72,18,9,54,53,357
20151,2010,Gerald Henderson,SG,22,CHA,43,0,355,9.7,0.453,0.183,0.452,5.2,13.3,9.3,6,1.5,2.1,10.1,18.2,-0.1,0.5,0.4,0.056,-4.7,-0.1,-4.7,-0.2,37,104,0.356,4,19,0.211,33,85,0.388,0.375,35,47,0.745,15,40,55,13,10,9,14,25,113
20152,2010,Roy Hibbert,C,23,IND,81,69,2035,16.2,0.537,0.008,0.286,9.4,15.5,12.4,13.5,0.7,4.6,14.1,22.2,1.6,2.5,4.1,0.098,-1.4,1.8,0.3,1.2,387,782,0.495,3,6,0.5,384,776,0.495,0.497,169,224,0.754,177,287,464,158,30,131,145,285,946
20153,2010,J.J. Hickson,PF,21,CLE,81,73,1691,15.2,0.58,0.002,0.312,8.2,19.5,14.1,3.9,1.1,1.8,13.4,18.9,1.8,2.5,4.3,0.123,-2.3,-0.3,-2.6,-0.2,289,522,0.554,0,1,0,289,521,0.555,0.554,111,163,0.681,110,290,400,40,36,39,92,132,689
20154,2010,Nene Hilario,C,27,DEN,82,82,2755,18.9,0.631,0.003,0.58,7,19.1,13.1,11.6,2.1,2.2,12.2,16.5,7.1,3.7,10.8,0.188,2.1,2.5,4.7,4.6,421,717,0.587,0,2,0,421,715,0.589,0.587,293,416,0.704,166,461,627,203,115,82,125,281,1135
20155,2010,George Hill,PG,23,SAS,78,43,2276,14.7,0.572,0.255,0.321,2.2,8.2,5.3,15.5,1.6,0.8,10.7,19,4.1,2.6,6.7,0.142,1.3,0.2,1.5,2,353,738,0.478,75,188,0.399,278,550,0.505,0.529,183,237,0.772,42,163,205,226,69,26,101,222,964
20156,2010,Grant Hill,SF,37,PHO,81,81,2430,14,0.561,0.114,0.357,3.6,16.3,10.3,11.2,1.2,1,11.7,16.8,3.7,1.8,5.5,0.109,0.3,0.9,1.1,1.9,336,703,0.478,35,80,0.438,301,623,0.483,0.503,205,251,0.817,74,371,445,193,60,36,108,165,912
20157,2010,Jordan Hill,PF,22,TOT,47,0,624,15,0.528,0.01,0.338,13.5,18.7,16,5.2,1.1,2.5,11.5,18.7,0.8,0.6,1.4,0.105,-2.3,-0.8,-3.1,-0.2,99,201,0.493,0,2,0,99,199,0.497,0.493,46,68,0.676,76,99,175,20,14,21,30,92,244
20158,2010,Jordan Hill,PF,22,NYK,24,0,252,14,0.479,0.022,0.228,14.2,13.3,13.8,4.5,2,2.7,10.6,20.3,0.1,0.2,0.3,0.059,-3.2,-1.2,-4.4,-0.2,41,92,0.446,0,2,0,41,90,0.456,0.446,15,21,0.714,32,29,61,7,10,9,12,37,97
20159,2010,Jordan Hill,PF,22,HOU,23,0,372,15.7,0.567,0,0.431,13.1,22.4,17.6,5.6,0.5,2.3,12.2,17.6,0.6,0.4,1,0.135,-1.7,-0.5,-2.2,0,58,109,0.532,0,0,,58,109,0.532,0.532,31,47,0.66,44,70,114,13,4,12,18,55,147
20160,2010,Kirk Hinrich,SG,29,CHI,74,53,2481,11.6,0.501,0.372,0.15,1.1,10.4,5.8,20.5,1.8,0.7,12.3,16.6,1.2,2.8,4,0.077,-0.3,0.3,0,1.2,308,753,0.409,104,280,0.371,204,473,0.431,0.478,85,113,0.752,24,236,260,330,85,24,113,204,805
20161,2010,Jrue Holiday,PG,19,PHI,73,51,1767,12.3,0.526,0.306,0.165,3.7,9.1,6.4,24.4,2.3,0.8,21.9,18.4,0.2,1,1.2,0.032,-0.8,-1,-1.8,0.1,230,520,0.442,62,159,0.39,168,361,0.465,0.502,65,86,0.756,56,135,191,280,79,18,156,153,587
20162,2010,Ryan Hollins,C,25,MIN,73,27,1223,11,0.6,0.003,0.521,7.1,11.9,9.5,6.4,0.8,2.3,20.3,16.6,0.8,0.5,1.2,0.048,-2.6,-0.7,-3.3,-0.4,169,303,0.558,0,1,0,169,302,0.56,0.558,109,158,0.69,79,128,207,51,19,38,95,199,447
20163,2010,Al Horford,C,23,ATL,81,81,2845,19.4,0.594,0.001,0.319,9.6,23.3,16.4,10.4,1.1,2.4,11.2,17.6,6.9,3.9,10.9,0.183,1.5,1.9,3.3,3.8,467,847,0.551,1,1,1,466,846,0.551,0.552,213,270,0.789,236,563,799,189,59,91,122,225,1148
20164,2010,Eddie House,PG-SG,31,TOT,68,0,1217,10.5,0.495,0.499,0.114,1.3,9.3,5.3,11,1.7,0.5,9,20,0,1.1,1.1,0.042,-1.4,-1.8,-3.2,-0.4,173,455,0.38,79,227,0.348,94,228,0.412,0.467,48,52,0.923,13,96,109,85,40,7,47,81,473
20165,2010,Eddie House,PG,31,BOS,50,0,846,11.9,0.527,0.519,0.124,1,8.7,5,9.2,1.7,0.7,7.4,20.3,0.4,1,1.4,0.081,-0.3,-1.6,-1.9,0,129,322,0.401,64,167,0.383,65,155,0.419,0.5,36,40,0.9,7,62,69,48,28,7,27,61,358
20166,2010,Eddie House,SG,31,NYK,18,0,371,7.3,0.416,0.451,0.09,1.8,10.6,6.1,14.9,1.7,0,12.6,19.3,-0.5,0.1,-0.4,-0.047,-3.8,-2.3,-6.1,-0.4,44,133,0.331,15,60,0.25,29,73,0.397,0.387,12,12,1,6,34,40,37,12,0,20,20,115
20167,2010,Dwight Howard,C,24,ORL,82,82,2843,24,0.63,0.008,0.978,12,31.3,22,8.7,1.4,6,18.7,23.9,6.1,7.1,13.2,0.223,0.4,5,5.5,5.4,510,834,0.612,0,7,0,510,827,0.617,0.612,483,816,0.592,284,798,1082,144,75,228,274,287,1503
20168,2010,Josh Howard,SF,29,TOT,35,12,918,12.7,0.496,0.222,0.358,3.8,11.8,7.8,8.5,1.5,0.9,9.3,24.8,0.2,0.9,1,0.054,-1.8,-1.5,-3.3,-0.3,157,388,0.405,23,86,0.267,134,302,0.444,0.434,109,139,0.784,30,95,125,48,26,11,46,91,446
20169,2010,Josh Howard,SF,29,DAL,31,9,827,12,0.492,0.219,0.348,3.6,11.8,7.8,8.5,1.4,0.8,9.8,24.3,0,0.8,0.8,0.045,-2.1,-1.4,-3.5,-0.3,137,342,0.401,20,75,0.267,117,267,0.438,0.43,94,119,0.79,26,86,112,44,23,9,43,78,388
20170,2010,Josh Howard,SF,29,WAS,4,3,91,19.2,0.529,0.239,0.435,5,11.6,8.2,8.2,1.7,1.7,5.2,28.8,0.2,0.1,0.3,0.139,1.3,-3.1,-1.9,0,20,46,0.435,3,11,0.273,17,35,0.486,0.467,15,20,0.75,4,9,13,4,3,2,3,13,58
20171,2010,Juwan Howard,C,36,POR,73,27,1632,10,0.538,0.003,0.187,8.1,17.3,12.7,5.9,0.9,0.5,15.1,13.9,1.1,1.6,2.6,0.077,-2.1,0.3,-1.7,0.1,191,375,0.509,0,1,0,191,374,0.511,0.509,55,70,0.786,108,227,335,61,27,10,72,191,437
20172,2010,Lester Hudson,PG,25,TOT,25,0,131,13.2,0.494,0.302,0.245,6.4,9.9,8.2,15.7,3.2,1.8,19.3,25,-0.1,0.2,0.1,0.029,-2.4,-0.2,-2.6,0,21,53,0.396,5,16,0.313,16,37,0.432,0.443,11,13,0.846,7,11,18,13,8,3,14,12,58
20173,2010,Lester Hudson,PG,25,BOS,16,0,70,8.7,0.533,0.278,0.333,5.4,8.5,7,17.1,2.2,2.3,30.4,19.9,-0.1,0.1,0,0.003,-4.7,0.7,-4.1,0,7,18,0.389,3,5,0.6,4,13,0.308,0.472,5,6,0.833,3,5,8,8,3,2,9,7,22
20174,2010,Lester Hudson,PG,25,MEM,9,0,61,18.3,0.473,0.314,0.2,7.6,11.5,9.6,14.1,4.2,1.2,11.6,30.9,0,0.1,0.1,0.06,0.4,-1.2,-0.9,0,14,35,0.4,2,11,0.182,12,24,0.5,0.429,6,7,0.857,4,6,10,5,5,1,5,5,36
20175,2010,Larry Hughes,SG,31,TOT,45,16,1115,12,0.472,0.36,0.293,2.4,12.4,7.3,18.9,2.4,1,14.7,20.9,-0.3,1,0.7,0.03,-2,-0.2,-2.2,-0.1,137,386,0.355,43,139,0.309,94,247,0.381,0.411,94,113,0.832,23,119,142,137,52,15,75,70,411
20176,2010,Larry Hughes,SG,31,NYK,31,14,820,12.3,0.473,0.348,0.283,2.2,13.3,7.6,20.1,2.5,1,15.1,20.4,-0.2,0.6,0.4,0.023,-2,-0.2,-2.2,0,102,279,0.366,28,97,0.289,74,182,0.407,0.416,65,79,0.823,16,94,110,109,40,11,56,53,297
20177,2010,Larry Hughes,SG,31,CHA,14,2,295,11.1,0.467,0.393,0.318,2.9,10,6.5,15.8,2.2,1.1,13.5,22.2,-0.1,0.4,0.3,0.051,-2.1,-0.2,-2.3,0,35,107,0.327,15,42,0.357,20,65,0.308,0.397,29,34,0.853,7,25,32,28,12,4,19,17,114
20178,2010,Kris Humphries,PF,24,TOT,69,0,1221,15.1,0.495,0.002,0.466,11,25.1,17.8,4.5,1.5,2.9,11.8,21,0.3,1.6,1.9,0.074,-4.1,-0.5,-4.5,-0.8,180,408,0.441,0,1,0,180,407,0.442,0.441,127,190,0.668,120,258,378,32,36,48,66,145,487
20179,2010,Kris Humphries,PF,24,DAL,25,0,315,14.8,0.487,0,0.383,14,20.5,17.3,3.6,1.2,2.6,8.8,21.5,0.2,0.4,0.6,0.097,-3.3,-1.2,-4.5,-0.2,53,115,0.461,0,0,,53,115,0.461,0.461,25,44,0.568,38,57,95,7,7,11,13,43,131
20180,2010,Kris Humphries,PF,24,NJN,44,0,906,15.1,0.498,0.003,0.498,10,26.7,18,4.8,1.7,3,12.9,20.8,0.1,1.1,1.3,0.066,-4.4,-0.2,-4.6,-0.6,127,293,0.433,0,1,0,127,292,0.435,0.433,102,146,0.699,82,201,283,25,29,37,53,102,356
20181,2010,Chris Hunter,C,25,GSW,60,9,783,12.2,0.546,0.018,0.318,7.9,16,11.9,6.7,0.8,3.2,10.8,15.2,0.9,0.4,1.3,0.08,-2.5,-0.6,-3.1,-0.2,109,217,0.502,0,4,0,109,213,0.512,0.502,52,69,0.754,56,111,167,37,13,35,30,132,270
20182,2010,Lindsey Hunter,PG,39,CHI,13,0,122,-2.2,0.21,0.433,0.067,0.9,11.7,6.4,10.1,0.4,0,11.5,12.8,-0.4,0.1,-0.3,-0.117,-8.7,-1.4,-10.1,-0.2,5,30,0.167,1,13,0.077,4,17,0.235,0.183,2,2,1,1,13,14,9,1,0,4,12,13
20183,2010,Othello Hunter,SF,23,ATL,7,0,33,7.9,0.4,0,0.333,21,21.4,21.2,0,0,2.3,17.9,23.4,-0.1,0,0,-0.031,-9.2,-7.2,-16.5,-0.1,4,12,0.333,0,0,,4,12,0.333,0.333,3,4,0.75,6,6,12,0,0,1,3,5,11
20184,2010,Steven Hunter,C,28,MEM,21,0,158,11.6,0.45,0,0.837,13.3,17.8,15.5,0,0.3,4.8,13.3,18.8,-0.1,0.1,0.1,0.018,-6.6,-4.2,-10.9,-0.4,17,43,0.395,0,0,,17,43,0.395,0.395,19,36,0.528,18,24,42,0,1,10,9,10,53
20185,2010,Serge Ibaka,PF,20,OKC,73,0,1323,15.2,0.562,0.005,0.249,12.3,21.9,17.2,1.2,1,5.5,14.2,16.2,1.3,2.4,3.7,0.134,-3.1,0.8,-2.4,-0.1,201,370,0.543,1,2,0.5,200,368,0.543,0.545,58,92,0.63,138,259,397,10,25,97,68,194,461
20186,2010,Andre Iguodala,SF,26,PHI,82,82,3193,17.8,0.535,0.271,0.384,3,16.8,9.8,23.7,2.3,1.4,14.3,21.8,4,2.8,6.7,0.101,1.9,0.8,2.7,3.8,496,1120,0.443,94,303,0.31,402,817,0.492,0.485,315,430,0.733,82,447,529,472,141,55,218,145,1401
20187,2010,Zydrunas Ilgauskas,C,34,CLE,64,6,1339,11.9,0.491,0.053,0.231,10.7,19.6,15.3,5.6,0.5,2.9,11.6,19,0.5,2,2.5,0.088,-3.3,0.2,-3.2,-0.4,194,438,0.443,11,23,0.478,183,415,0.441,0.455,75,101,0.743,114,231,345,48,14,50,63,183,474
20188,2010,Didier Ilunga-Mbenga,C,29,LAL,49,2,355,11.6,0.471,0,0.184,10.2,17.2,13.7,3.4,0.7,6.2,11.9,16,0,0.6,0.6,0.084,-5.1,1.7,-3.4,-0.1,48,103,0.466,0,0,,48,103,0.466,0.466,9,19,0.474,32,55,87,8,5,29,15,54,105
20189,2010,Ersan Ilyasova,PF,22,MIL,81,31,1898,15.7,0.526,0.331,0.217,9,22.6,15.5,7.5,1.5,1,8.2,20.8,2.5,3.3,5.8,0.146,0.3,0.5,0.8,1.3,323,729,0.443,81,241,0.336,242,488,0.496,0.499,113,158,0.715,157,360,517,84,53,23,71,251,840
20190,2010,Allen Iverson*,SG-PG,34,TOT,28,24,865,13.4,0.515,0.079,0.415,2.1,8.7,5.4,21,1.2,0.2,14.6,23,0.5,0.2,0.7,0.037,-1.4,-2.8,-4.2,-0.5,136,316,0.43,9,25,0.36,127,291,0.436,0.445,104,131,0.794,16,63,79,113,19,2,64,48,385
20191,2010,Allen Iverson*,PG,34,MEM,3,0,67,16.9,0.591,0.038,0.462,1.7,5.2,3.5,28,0.8,0,18.3,25,0.1,0,0.1,0.074,-0.2,-5.1,-5.3,-0.1,15,26,0.577,1,1,1,14,25,0.56,0.596,6,12,0.5,1,3,4,11,1,0,7,5,37
20192,2010,Allen Iverson*,SG,34,PHI,25,24,798,13.1,0.508,0.083,0.41,2.2,9,5.5,20.4,1.2,0.2,14.3,22.8,0.4,0.2,0.6,0.034,-1.5,-2.6,-4.1,-0.4,121,290,0.417,8,24,0.333,113,266,0.425,0.431,98,119,0.824,15,60,75,102,18,2,57,43,348
20193,2010,Royal Ivey,SG,28,TOT,44,0,326,11,0.527,0.422,0.145,2.1,10.3,6.1,12.4,3.1,0.5,11.1,13.8,0.2,0.3,0.6,0.086,-1.1,-0.3,-1.4,0,35,83,0.422,14,35,0.4,21,48,0.438,0.506,9,12,0.75,6,28,34,27,19,2,11,39,93
20194,2010,Royal Ivey,SG,28,PHI,26,0,236,12.6,0.603,0.436,0.127,2.5,10.7,6.5,10.8,2.2,0.7,7.9,12.2,0.4,0.1,0.6,0.117,0.3,-1.2,-1,0.1,26,55,0.473,12,24,0.5,14,31,0.452,0.582,6,7,0.857,5,21,26,17,10,2,5,25,70
20195,2010,Royal Ivey,SG,28,MIL,18,0,90,6.8,0.381,0.393,0.179,1.2,9.3,5,16.8,5.2,0,16.6,18.2,-0.2,0.2,0,0.003,-4.8,2.2,-2.7,0,9,28,0.321,2,11,0.182,7,17,0.412,0.357,3,5,0.6,1,7,8,10,9,0,6,14,23
20196,2010,Jarrett Jack,PG,26,TOR,82,43,2243,16.3,0.599,0.297,0.359,1.6,9.8,5.8,27.7,1.4,0.2,17.3,19.1,4.5,0.2,4.8,0.102,2.5,-2.3,0.1,1.2,323,671,0.481,82,199,0.412,241,472,0.511,0.542,203,241,0.842,30,192,222,413,60,6,163,151,931
20197,2010,Cedric Jackson,PG,23,TOT,12,0,74,5.5,0.396,0.3,0.6,3.1,9.4,6.3,27.1,2.1,1.9,30.3,22.4,-0.3,0.1,-0.2,-0.111,-7.1,-0.4,-7.5,-0.1,6,20,0.3,1,6,0.167,5,14,0.357,0.325,7,12,0.583,2,6,8,14,3,2,11,7,20
20198,2010,Cedric Jackson,PG,23,CLE,5,0,10,-6.6,0.133,0.5,2,0,11.3,6,25.5,0,0,21,22.2,-0.1,0,-0.1,-0.336,-13.3,-3.6,-16.8,0,0,2,0,0,1,0,0,1,0,0,1,4,0.25,0,1,1,2,0,0,1,0,1
20199,2010,Cedric Jackson,PG,23,SAS,3,0,25,19.2,0.4,0.286,0.571,4.8,13.8,9.4,33.5,6.3,5.8,18.6,19.7,0,0.1,0.1,0.124,-1.7,7.1,5.4,0,2,7,0.286,0,2,0,2,5,0.4,0.286,3,4,0.75,1,3,4,6,3,2,2,2,7
20200,2010,Cedric Jackson,PG,23,WAS,4,0,39,-0.2,0.47,0.273,0.364,2.9,6,4.4,23.5,0,0,38.5,24.1,-0.2,0,-0.2,-0.204,-9,-4.4,-13.4,-0.1,4,11,0.364,1,3,0.333,3,8,0.375,0.409,3,4,0.75,1,2,3,6,0,0,8,5,12
20201,2010,Darnell Jackson,PF,24,TOT,28,0,123,-0.1,0.352,0.133,0.2,9,12,10.6,4.6,0.9,2.5,28.5,17.2,-0.4,0.2,-0.3,-0.104,-9.2,-0.1,-9.3,-0.2,9,30,0.3,1,4,0.25,8,26,0.308,0.317,4,6,0.667,9,13,22,4,2,4,13,21,23
20202,2010,Darnell Jackson,PF,24,CLE,27,0,114,0.4,0.38,0.12,0.24,8.8,11.9,10.4,4.9,0.9,2.7,32,16.6,-0.4,0.1,-0.2,-0.094,-8.8,0.5,-8.3,-0.2,8,25,0.32,1,3,0.333,7,22,0.318,0.34,4,6,0.667,8,12,20,4,2,4,13,19,21
20203,2010,Darnell Jackson,PF,24,MIL,1,0,9,-6.3,0.2,0.2,0,12,13.3,12.6,0,0,0,0,25.2,-0.1,0,0,-0.227,-13.3,-8,-21.2,0,1,5,0.2,0,1,0,1,4,0.25,0.2,0,0,,1,1,2,0,0,0,0,2,2
20204,2010,Stephen Jackson,SG-PF,31,TOT,81,81,3129,15.6,0.518,0.277,0.306,3,12.2,7.7,17.7,2.2,1.1,13.9,27.5,0.5,4.6,5,0.077,0.3,0.5,0.8,2.2,600,1418,0.423,129,393,0.328,471,1025,0.46,0.469,338,434,0.779,78,323,401,300,132,43,259,197,1667
20205,2010,Stephen Jackson,PF,31,GSW,9,9,300,14.5,0.499,0.301,0.278,2.2,10.9,6.5,21.3,2.2,1.4,14.8,25,-0.1,0.2,0,0.008,-1.1,-1.5,-2.6,0,56,133,0.421,11,40,0.275,45,93,0.484,0.462,26,37,0.703,6,29,35,42,14,6,26,16,149
20206,2010,Stephen Jackson,SG,31,CHA,72,72,2829,15.7,0.52,0.275,0.309,3.1,12.3,7.8,17.3,2.2,1.1,13.8,27.8,0.6,4.4,5,0.085,0.5,0.7,1.2,2.3,544,1285,0.423,118,353,0.334,426,932,0.457,0.469,312,397,0.786,72,294,366,258,118,37,233,181,1518
20207,2010,LeBron James,SF,25,CLE,76,76,2966,31.1,0.604,0.253,0.506,3,18.5,11.1,41.8,2.2,2,12.3,33.5,13.3,5.2,18.5,0.299,9.7,2.8,12.5,10.9,768,1528,0.503,129,387,0.333,639,1141,0.56,0.545,593,773,0.767,71,483,554,651,125,77,261,119,2258
20208,2010,Mike James,PG,34,WAS,4,0,46,5.5,0.383,0.3,0.4,2.5,5.1,3.8,17.3,3.4,0,17.5,28.1,-0.2,0,-0.1,-0.14,-5.9,-2.5,-8.5,-0.1,6,20,0.3,2,6,0.333,4,14,0.286,0.35,4,8,0.5,1,2,3,5,3,0,5,3,18
20209,2010,Antawn Jamison,PF,33,TOT,66,64,2406,17.3,0.529,0.238,0.29,6.6,20.1,13.4,6.1,1.5,0.7,7.2,23.9,3,2.8,5.8,0.115,0.6,-1.1,-0.5,0.9,478,1036,0.461,85,247,0.344,393,789,0.498,0.502,194,300,0.647,136,419,555,84,71,21,91,179,1235
20210,2010,Antawn Jamison,PF,33,WAS,41,41,1595,17.5,0.528,0.24,0.31,7,19.3,13.1,5.8,1.4,0.4,7.1,24.3,2.3,1.4,3.7,0.112,1.2,-1.7,-0.5,0.6,315,700,0.45,58,168,0.345,257,532,0.483,0.491,152,217,0.7,99,263,362,52,43,9,61,112,840
20211,2010,Antawn Jamison,PF,33,CLE,25,23,811,16.7,0.53,0.235,0.247,5.7,21.8,14.2,6.8,1.8,1.1,7.5,23.1,0.7,1.4,2.1,0.122,-0.5,-0.1,-0.6,0.3,163,336,0.485,27,79,0.342,136,257,0.529,0.525,42,83,0.506,37,156,193,32,28,12,30,67,395
20212,2010,Nathan Jawai,C,23,MIN,39,2,412,11,0.485,0.009,0.342,13.1,15.2,14.1,8.7,1.2,1.6,17.5,16.3,0,0.2,0.3,0.031,-3,-0.5,-3.5,-0.2,49,111,0.441,0,1,0,49,110,0.445,0.441,26,38,0.684,49,55,104,24,10,9,27,58,124
20213,2010,Othyus Jeffers,SG,24,UTA,14,0,73,13.6,0.495,0,0.655,13.3,17.4,15.4,2.1,2.8,0,13.8,26.7,0,0.1,0.1,0.067,-5,-3.5,-8.5,-0.1,12,29,0.414,0,0,,12,29,0.414,0.414,13,19,0.684,8,11,19,1,4,0,6,10,37
20214,2010,Al Jefferson,C,25,MIN,76,76,2463,19,0.524,0.004,0.236,8,24.2,16,10,1.3,3,9.9,24.3,2.3,2.3,4.6,0.09,-0.9,0.5,-0.4,1,560,1125,0.498,0,4,0,560,1121,0.5,0.498,181,266,0.68,180,523,703,137,63,98,136,205,1301
20215,2010,Richard Jefferson,SF,29,SAS,81,70,2520,13.1,0.551,0.241,0.37,2.7,13.6,8.3,9.6,0.9,1.1,10.4,18.3,3,3,6,0.113,-0.3,0.6,0.3,1.5,362,775,0.467,59,187,0.316,303,588,0.515,0.505,211,287,0.735,58,298,356,158,45,40,105,178,994
20216,2010,Jared Jeffries,PF-SF,28,TOT,70,37,1794,9.8,0.507,0.226,0.382,8.1,10.3,9.1,8,1.8,2.9,17.2,11.1,0.9,1.3,2.2,0.058,-1.8,2.1,0.3,1,138,314,0.439,21,71,0.296,117,243,0.481,0.473,75,120,0.625,130,158,288,101,62,71,76,203,372
20217,2010,Jared Jeffries,PF,28,NYK,52,37,1462,9.7,0.524,0.27,0.404,7.6,9.8,8.7,7.9,1.9,3,18.6,10.3,0.8,1,1.7,0.057,-1.6,2.2,0.6,1,102,230,0.443,20,62,0.323,82,168,0.488,0.487,60,93,0.645,99,124,223,83,53,58,62,157,284
20218,2010,Jared Jeffries,SF,28,HOU,18,0,332,10.1,0.459,0.107,0.321,10.3,12.2,11.2,8.1,1.4,2.9,12.7,14.6,0.1,0.3,0.4,0.058,-2.7,1.4,-1.2,0.1,36,84,0.429,1,9,0.111,35,75,0.467,0.435,15,27,0.556,31,34,65,18,9,13,14,46,88
20219,2010,Brandon Jennings,PG,20,MIL,82,82,2671,14.5,0.475,0.319,0.225,2,10.4,6,29.6,2.1,0.5,13,26.1,0.3,3.9,4.2,0.075,0.6,0.2,0.9,1.9,451,1216,0.371,145,388,0.374,306,828,0.37,0.431,223,273,0.817,49,233,282,470,105,18,200,191,1270
20220,2010,Jonas Jerebko,PF,22,DET,80,73,2232,13.9,0.545,0.191,0.292,9.9,16.5,13,4.2,1.9,1.1,10.8,15.7,2.9,1.5,4.4,0.095,0.1,-0.3,-0.2,1,290,603,0.481,36,115,0.313,254,488,0.52,0.511,125,176,0.71,194,284,478,58,79,29,82,230,741
